Tick,AgentId,X,Y,Z,DistanceTravelled
80,5,42.0,24.0,36.0,40.0
80,6,40.0,6.0,48.0,30.0
80,7,45.0,6.0,1.0,19.0
80,8,2.0,7.0,18.0,3.0
80,9,51.0,6.0,18.0,40.0
80,10,51.0,6.0,19.0,23.0
80,11,48.0,18.0,15.0,26.0
80,12,6.0,12.0,30.0,2.0
80,13,48.0,0.0,54.0,40.0
80,14,57.0,12.0,18.0,10.0
80,15,13.0,18.0,30.0,40.0
80,16,47.0,24.0,21.0,2.0
80,17,14.0,6.0,28.0,2.0
80,18,10.0,24.0,30.0,40.0
80,19,48.0,6.0,42.0,40.0
80,20,22.0,24.0,36.0,9.0
80,21,33.0,18.0,48.0,6.0
80,22,47.0,6.0,5.0,20.0
80,23,10.0,6.0,0.0,40.0
80,24,7.0,6.0,14.0,2.0
80,25,46.0,12.0,8.0,30.0
81,1,55.0,8.0,24.0,15.0
81,2,7.0,0.0,47.0,2.0
81,3,9.0,0.0,43.0,2.0
81,4,0.0,4.0,0.0,28.0
81,5,41.5,24.0,36.0,40.5
81,6,40.0,6.0,48.0,30.0
81,7,45.0,6.0,1.0,19.0
81,8,2.0,7.0,18.0,3.0
81,9,51.5,6.0,18.0,40.5
81,10,51.0,6.0,19.0,23.0
81,11,48.0,18.0,15.0,26.0
81,12,6.0,12.0,30.0,2.0
81,13,48.5,0.0,54.0,40.5
81,14,57.0,12.0,18.0,10.0
81,15,12.5,18.0,30.0,40.5
81,16,47.0,24.0,21.0,2.0
81,17,14.0,6.0,28.0,2.0
81,18,9.5,24.0,30.0,40.5
81,19,48.5,6.0,42.0,40.5
81,20,22.0,24.0,36.0,9.0
81,21,33.0,18.0,48.0,6.0
81,22,47.0,6.0,5.0,20.0
81,23,9.5,6.0,0.0,40.5
81,24,7.0,6.0,14.0,2.0
81,25,46.0,12.0,8.0,30.0
82,1,55.0,8.0,24.0,15.0
82,2,7.0,0.0,47.0,2.0
82,3,9.0,0.0,43.0,2.0
82,4,0.0,4.0,0.0,28.0
82,5,41.0,24.0,36.0,41.0
82,6,40.0,6.0,48.0,30.0
82,7,45.0,6.0,1.0,19.0
82,8,2.0,7.0,18.0,3.0
82,9,52.0,6.0,18.0,41.0
82,10,51.0,6.0,19.0,23.0
82,11,48.0,18.0,15.0,26.0
82,12,6.0,12.0,30.0,2.0
82,13,49.0,0.0,54.0,41.0
82,14,57.0,12.0,18.0,10.0
82,15,12.0,18.0,30.0,41.0
82,16,47.0,24.0,21.0,2.0
82,17,14.0,6.0,28.0,2.0
82,18,9.0,24.0,30.0,41.0
82,19,49.0,6.0,42.0,41.0
82,20,22.0,24.0,36.0,9.0
82,21,33.0,18.0,48.0,6.0
82,22,47.0,6.0,5.0,20.0
82,23,9.0,6.0,0.0,41.0
82,24,7.0,6.0,14.0,2.0
82,25,46.0,12.0,8.0,30.0
83,1,55.0,8.0,24.0,15.0
83,2,7.0,0.0,47.0,2.0
83,3,9.0,0.0,43.0,2.0
83,4,0.0,4.0,0.0,28.0
83,5,40.5,24.0,36.0,41.5
83,6,40.0,6.0,48.0,30.0
83,7,45.0,6.0,1.0,19.0
83,8,2.0,7.0,18.0,3.0
83,9,52.5,6.0,18.0,41.5
83,10,51.0,6.0,19.0,23.0
83,11,48.0,18.0,15.0,26.0
83,12,6.0,12.0,30.0,2.0
83,13,49.5,0.0,54.0,41.5
83,14,57.0,12.0,18.0,10.0
83,15,11.5,18.0,30.0,41.5
83,16,47.0,24.0,21.0,2.0
83,17,14.0,6.0,28.0,2.0
83,18,8.5,24.0,30.0,41.5
83,19,49.5,6.0,42.0,41.5
83,20,22.0,24.0,36.0,9.0
83,21,33.0,18.0,48.0,6.0
83,22,47.0,6.0,5.0,20.0
83,23,8.5,6.0,0.0,41.5
83,24,7.0,6.0,14.0,2.0
83,25,46.0,12.0,8.0,30.0
84,1,55.0,8.0,24.0,15.0
84,2,7.0,0.0,47.0,2.0
84,3,9.0,0.0,43.0,2.0
84,4,0.0,4.0,0.0,28.0
84,5,40.0,24.0,36.0,42.0
84,6,40.0,6.0,48.0,30.0
84,7,45.0,6.0,1.0,19.0
84,8,2.0,7.0,18.0,3.0
84,9,53.0,6.0,18.0,42.0
84,10,51.0,6.0,19.0,23.0
84,11,48.0,18.0,15.0,26.0
84,12,6.0,12.0,30.0,2.0
84,13,50.0,0.0,54.0,42.0
84,14,57.0,12.0,18.0,10.0
84,15,11.0,18.0,30.0,42.0
84,16,47.0,24.0,21.0,2.0
84,17,14.0,6.0,28.0,2.0
84,18,8.0,24.0,30.0,42.0
84,19,50.0,6.0,42.0,42.0
84,20,22.0,24.0,36.0,9.0
84,21,33.0,18.0,48.0,6.0
84,22,47.0,6.0,5.0,20.0
84,23,8.0,6.0,0.0,42.0
84,24,7.0,6.0,14.0,2.0
84,25,46.0,12.0,8.0,30.0
85,1,55.0,8.0,24.0,15.0
85,2,7.0,0.0,47.0,2.0
85,3,9.0,0.0,43.0,2.0
85,4,0.0,4.0,0.0,28.0
85,5,39.5,24.0,36.0,42.5
85,6,40.0,6.0,48.0,30.0
85,7,45.0,6.0,1.0,19.0
85,8,2.0,7.0,18.0,3.0
85,9,53.5,6.0,18.0,42.5
85,10,51.0,6.0,19.0,23.0
85,11,48.0,18.0,15.0,26.0
85,12,6.0,12.0,30.0,2.0
85,13,50.5,0.0,54.0,42.5
85,14,57.0,12.0,18.0,10.0
85,15,10.5,18.0,30.0,42.5
85,16,47.0,24.0,21.0,2.0
85,17,14.0,6.0,28.0,2.0
85,18,7.5,24.0,30.0,42.5
85,19,50.5,6.0,42.0,42.5
85,20,22.0,24.0,36.0,9.0
85,21,33.0,18.0,48.0,6.0
85,22,47.0,6.0,5.0,20.0
85,23,7.5,6.0,0.0,42.5
85,24,7.0,6.0,14.0,2.0
85,25,46.0,12.0,8.0,30.0
86,1,55.0,8.0,24.0,15.0
86,2,7.0,0.0,47.0,2.0
86,3,9.0,0.0,43.0,2.0
86,4,0.0,4.0,0.0,28.0
86,5,39.0,24.0,36.0,43.0
86,6,40.0,6.0,48.0,30.0
86,7,45.0,6.0,1.0,19.0
86,8,2.0,7.0,18.0,3.0
86,9,54.0,6.0,18.0,43.0
86,10,51.0,6.0,19.0,23.0
86,11,48.0,18.0,15.0,26.0
86,12,6.0,12.0,30.0,2.0
86,13,51.0,0.0,54.0,43.0
86,14,57.0,12.0,18.0,10.0
86,15,10.0,18.0,30.0,43.0
86,16,47.0,24.0,21.0,2.0
86,17,14.0,6.0,28.0,2.0
86,18,7.0,24.0,30.0,43.0
86,19,51.0,6.0,42.0,43.0
86,20,22.0,24.0,36.0,9.0
86,21,33.0,18.0,48.0,6.0
86,22,47.0,6.0,5.0,20.0
86,23,7.0,6.0,0.0,43.0
86,24,7.0,6.0,14.0,2.0
86,25,46.0,12.0,8.0,30.0
87,1,55.0,8.0,24.0,15.0
87,2,7.0,0.0,47.0,2.0
87,3,9.0,0.0,43.0,2.0
87,4,0.0,4.0,0.0,28.0
87,5,38.5,24.0,36.0,43.5
87,6,40.0,6.0,48.0,30.0
87,7,45.0,6.0,1.0,19.0
87,8,2.0,7.0,18.0,3.0
87,9,54.5,6.0,18.0,43.5
87,10,51.0,6.0,19.0,23.0
87,11,48.0,18.0,15.0,26.0
87,12,6.0,12.0,30.0,2.0
87,13,51.5,0.0,54.0,43.5
87,14,57.0,12.0,18.0,10.0
87,15,9.5,18.0,30.0,43.5
87,16,47.0,24.0,21.0,2.0
87,17,14.0,6.0,28.0,2.0
87,18,6.5,24.0,30.0,43.5
87,19,51.5,6.0,42.0,43.5
87,20,22.0,24.0,36.0,9.0
87,21,33.0,18.0,48.0,6.0
87,22,47.0,6.0,5.0,20.0
87,23,6.5,6.0,0.0,43.5
87,24,7.0,6.0,14.0,2.0
87,25,46.0,12.0,8.0,30.0
88,1,55.0,8.0,24.0,15.0
88,2,7.0,0.0,47.0,2.0
88,3,9.0,0.0,43.0,2.0
88,4,0.0,4.0,0.0,28.0
88,5,38.0,24.0,36.0,44.0
88,6,40.0,6.0,48.0,30.0
88,7,45.0,6.0,1.0,19.0
88,8,2.0,7.0,18.0,3.0
88,9,55.0,6.0,18.0,44.0
88,10,51.0,6.0,19.0,23.0
88,11,48.0,18.0,15.0,26.0
88,12,6.0,12.0,30.0,2.0
88,13,52.0,0.0,54.0,44.0
88,14,57.0,12.0,18.0,10.0
88,15,9.0,18.0,30.0,44.0
88,16,47.0,24.0,21.0,2.0
88,17,14.0,6.0,28.0,2.0
88,18,6.0,24.0,30.0,44.0
88,19,52.0,6.0,42.0,44.0
88,20,22.0,24.0,36.0,9.0
88,21,33.0,18.0,48.0,6.0
88,22,47.0,6.0,5.0,20.0
88,23,6.0,6.0,0.0,44.0
88,24,7.0,6.0,14.0,2.0
88,25,46.0,12.0,8.0,30.0
89,1,55.0,8.0,24.0,15.0
89,2,7.0,0.0,47.0,2.0
89,3,9.0,0.0,43.0,2.0
89,4,0.0,4.0,0.0,28.0
89,5,37.5,24.0,36.0,44.5
89,6,40.0,6.0,48.0,30.0
89,7,45.0,6.0,1.0,19.0
89,8,2.0,7.0,18.0,3.0
89,9,55.5,6.0,18.0,44.5
89,10,51.0,6.0,19.0,23.0
89,11,48.0,18.0,15.0,26.0
89,12,6.0,12.0,30.0,2.0
89,13,52.5,0.0,54.0,44.5
89,14,57.0,12.0,18.0,10.0
89,15,8.5,18.0,30.0,44.5
89,16,47.0,24.0,21.0,2.0
89,17,14.0,6.0,28.0,2.0
89,18,5.5,24.0,30.0,44.5
89,19,52.5,6.0,42.0,44.5
89,20,22.0,24.0,36.0,9.0
89,21,33.0,18.0,48.0,6.0
89,22,47.0,6.0,5.0,20.0
89,23,5.5,6.0,0.0,44.5
89,24,7.0,6.0,14.0,2.0
89,25,46.0,12.0,8.0,30.0
90,1,55.0,8.0,24.0,15.0
90,2,7.0,0.0,47.0,2.0
90,3,9.0,0.0,43.0,2.0
90,4,0.0,4.0,0.0,28.0
90,5,37.0,24.0,36.0,45.0
90,6,40.0,6.0,48.0,30.0
90,7,45.0,6.0,1.0,19.0
90,8,2.0,7.0,18.0,3.0
90,9,56.0,6.0,18.0,45.0
90,10,51.0,6.0,19.0,23.0
90,11,48.0,18.0,15.0,26.0
90,12,6.0,12.0,30.0,2.0
90,13,53.0,0.0,54.0,45.0
90,14,57.0,12.0,18.0,10.0
90,15,8.0,18.0,30.0,45.0
90,16,47.0,24.0,21.0,2.0
90,17,14.0,6.0,28.0,2.0
90,18,5.0,24.0,30.0,45.0
90,19,53.0,6.0,42.0,45.0
90,20,22.0,24.0,36.0,9.0
90,21,33.0,18.0,48.0,6.0
90,22,47.0,6.0,5.0,20.0
90,23,5.0,6.0,0.0,45.0
90,24,7.0,6.0,14.0,2.0
90,25,46.0,12.0,8.0,30.0
91,1,55.0,8.0,24.0,15.0
91,2,7.0,0.0,47.0,2.0
91,3,9.0,0.0,43.0,2.0
91,4,0.0,4.0,0.0,28.0
91,5,36.5,24.0,36.0,45.5
91,6,40.0,6.0,48.0,30.0
91,7,45.0,6.0,1.0,19.0
91,8,2.0,7.0,18.0,3.0
91,9,56.0,5.5,18.0,45.5
91,10,51.0,6.0,19.0,23.0
91,11,48.0,18.0,15.0,26.0
91,12,6.0,12.0,30.0,2.0
91,13,53.5,0.0,54.0,45.5
91,14,57.0,12.0,18.0,10.0
91,15,7.5,18.0,30.0,45.5
91,16,47.0,24.0,21.0,2.0
91,17,14.0,6.0,28.0,2.0
91,18,5.0,23.5,30.0,45.5
91,19,53.5,6.0,42.0,45.5
91,20,22.0,24.0,36.0,9.0
91,21,33.0,18.0,48.0,6.0
91,22,47.0,6.0,5.0,20.0
91,23,5.0,6.5,0.0,45.5
91,24,7.0,6.0,14.0,2.0
91,25,46.0,12.0,8.0,30.0
92,1,55.0,8.0,24.0,15.0
92,2,7.0,0.0,47.0,2.0
92,3,9.0,0.0,43.0,2.0
92,4,0.0,4.0,0.0,28.0
92,5,36.0,24.0,36.0,46.0
92,6,40.0,6.0,48.0,30.0
92,7,45.0,6.0,1.0,19.0
92,8,2.0,7.0,18.0,3.0
92,9,56.0,5.0,18.0,46.0
92,10,51.0,6.0,19.0,23.0
92,11,48.0,18.0,15.0,26.0
92,12,6.0,12.0,30.0,2.0
92,13,54.0,0.0,54.0,46.0
92,14,57.0,12.0,18.0,10.0
92,15,7.0,18.0,30.0,46.0
92,16,47.0,24.0,21.0,2.0
92,17,14.0,6.0,28.0,2.0
92,18,5.0,23.0,30.0,46.0
92,19,54.0,6.0,42.0,46.0
92,20,22.0,24.0,36.0,9.0
92,21,33.0,18.0,48.0,6.0
92,22,47.0,6.0,5.0,20.0
92,23,5.0,7.0,0.0,46.0
92,24,7.0,6.0,14.0,2.0
92,25,46.0,12.0,8.0,30.0
93,1,55.0,8.0,24.0,15.0
93,2,7.0,0.0,47.0,2.0
93,3,9.0,0.0,43.0,2.0
93,4,0.0,4.0,0.0,28.0
93,5,35.5,24.0,36.0,46.5
93,6,40.0,6.0,48.0,30.0
93,7,45.0,6.0,1.0,19.0
93,8,2.0,7.0,18.0,3.0
93,9,56.0,4.5,18.0,46.5
93,10,51.0,6.0,19.0,23.0
93,11,48.0,18.0,15.0,26.0
93,12,6.0,12.0,30.0,2.0
93,13,54.0,0.5,54.0,46.5
93,14,57.0,12.0,18.0,10.0
93,15,6.5,18.0,30.0,46.5
93,16,47.0,24.0,21.0,2.0
93,17,14.0,6.0,28.0,2.0
93,18,5.0,22.5,30.0,46.5
93,19,54.0,6.5,42.0,46.5
93,20,22.0,24.0,36.0,9.0
93,21,33.0,18.0,48.0,6.0
93,22,47.0,6.0,5.0,20.0
93,23,5.0,7.5,0.0,46.5
93,24,7.0,6.0,14.0,2.0
93,25,46.0,12.0,8.0,30.0
94,1,55.0,8.0,24.0,15.0
94,2,7.0,0.0,47.0,2.0
94,3,9.0,0.0,43.0,2.0
94,4,0.0,4.0,0.0,28.0
94,5,35.0,24.0,36.0,47.0
94,6,40.0,6.0,48.0,30.0
94,7,45.0,6.0,1.0,19.0
94,8,2.0,7.0,18.0,3.0
94,9,56.0,4.0,18.0,47.0
94,10,51.0,6.0,19.0,23.0
94,11,48.0,18.0,15.0,26.0
94,12,6.0,12.0,30.0,2.0
94,13,54.0,1.0,54.0,47.0
94,14,57.0,12.0,18.0,10.0
94,15,6.0,18.0,30.0,47.0
94,16,47.0,24.0,21.0,2.0
94,17,14.0,6.0,28.0,2.0
94,18,5.0,22.0,30.0,47.0
94,19,54.0,7.0,42.0,47.0
94,20,22.0,24.0,36.0,9.0
94,21,33.0,18.0,48.0,6.0
94,22,47.0,6.0,5.0,20.0
94,23,5.0,8.0,0.0,47.0
94,24,7.0,6.0,14.0,2.0
94,25,46.0,12.0,8.0,30.0
95,1,55.0,8.0,24.0,15.0
95,2,7.0,0.0,47.0,2.0
95,3,9.0,0.0,43.0,2.0
95,4,0.0,4.0,0.0,28.0
95,5,34.5,24.0,36.0,47.5
95,6,40.0,6.0,48.0,30.0
95,7,45.0,6.0,1.0,19.0
95,8,2.0,7.0,18.0,3.0
95,9,56.0,3.5,18.0,47.5
95,10,51.0,6.0,19.0,23.0
95,11,48.0,18.0,15.0,26.0
95,12,6.0,12.0,30.0,2.0
95,13,54.0,1.5,54.0,47.5
95,14,57.0,12.0,18.0,10.0
95,15,5.5,18.0,30.0,47.5
95,16,47.0,24.0,21.0,2.0
95,17,14.0,6.0,28.0,2.0
95,18,5.0,21.5,30.0,47.5
95,19,54.0,7.5,42.0,47.5
95,20,22.0,24.0,36.0,9.0
95,21,33.0,18.0,48.0,6.0
95,22,47.0,6.0,5.0,20.0
95,23,5.0,8.5,0.0,47.5
95,24,7.0,6.0,14.0,2.0
95,25,46.0,12.0,8.0,30.0
96,1,55.0,8.0,24.0,15.0
96,2,7.0,0.0,47.0,2.0
96,3,9.0,0.0,43.0,2.0
96,4,0.0,4.0,0.0,28.0
96,5,34.0,24.0,36.0,48.0
96,6,40.0,6.0,48.0,30.0
96,7,45.0,6.0,1.0,19.0
96,8,2.0,7.0,18.0,3.0
96,9,56.0,3.0,18.0,48.0
96,10,51.0,6.0,19.0,23.0
96,11,48.0,18.0,15.0,26.0
96,12,6.0,12.0,30.0,2.0
96,13,54.0,2.0,54.0,48.0
96,14,57.0,12.0,18.0,10.0
96,15,5.0,18.0,30.0,48.0
96,16,47.0,24.0,21.0,2.0
96,17,14.0,6.0,28.0,2.0
96,18,5.0,21.0,30.0,48.0
96,19,54.0,8.0,42.0,48.0
96,20,22.0,24.0,36.0,9.0
96,21,33.0,18.0,48.0,6.0
96,22,47.0,6.0,5.0,20.0
96,23,5.0,9.0,0.0,48.0
96,24,7.0,6.0,14.0,2.0
96,25,46.0,12.0,8.0,30.0
97,1,55.0,8.0,24.0,15.0
97,2,7.0,0.0,47.0,2.0
97,3,9.0,0.0,43.0,2.0
97,4,0.0,4.0,0.0,28.0
97,5,33.5,24.0,36.0,48.5
97,6,40.0,6.0,48.0,30.0
97,7,45.0,6.0,1.0,19.0
97,8,2.0,7.0,18.0,3.0
97,9,56.0,3.0,18.0,48.0
97,10,51.0,6.0,19.0,23.0
97,11,48.0,18.0,15.0,26.0
97,12,6.0,12.0,30.0,2.0
97,13,54.0,2.5,54.0,48.5
97,14,57.0,12.0,18.0,10.0
97,15,5.0,17.5,30.0,48.5
97,16,47.0,24.0,21.0,2.0
97,17,14.0,6.0,28.0,2.0
97,18,5.0,20.5,30.0,48.5
97,19,54.0,8.5,42.0,48.5
97,20,22.0,24.0,36.0,9.0
97,21,33.0,18.0,48.0,6.0
97,22,47.0,6.0,5.0,20.0
97,23,5.0,9.5,0.0,48.5
97,24,7.0,6.0,14.0,2.0
97,25,46.0,12.0,8.0,30.0
98,1,55.0,8.0,24.0,15.0
98,2,7.0,0.0,47.0,2.0
98,3,9.0,0.0,43.0,2.0
98,4,0.0,4.0,0.0,28.0
98,5,33.0,24.0,36.0,49.0
98,6,40.0,6.0,48.0,30.0
98,7,45.0,6.0,1.0,19.0
98,8,2.0,7.0,18.0,3.0
98,9,56.0,3.0,18.0,48.0
98,10,51.0,6.0,19.0,23.0
98,11,48.0,18.0,15.0,26.0
98,12,6.0,12.0,30.0,2.0
98,13,54.0,3.0,54.0,49.0
98,14,57.0,12.0,18.0,10.0
98,15,5.0,17.0,30.0,49.0
98,16,47.0,24.0,21.0,2.0
98,17,14.0,6.0,28.0,2.0
98,18,5.0,20.0,30.0,49.0
98,19,54.0,9.0,42.0,49.0
98,20,22.0,24.0,36.0,9.0
98,21,33.0,18.0,48.0,6.0
98,22,47.0,6.0,5.0,20.0
98,23,5.0,10.0,0.0,49.0
98,24,7.0,6.0,14.0,2.0
98,25,46.0,12.0,8.0,30.0
99,1,55.0,8.0,24.0,15.0
99,2,7.0,0.0,47.0,2.0
99,3,9.0,0.0,43.0,2.0
99,4,0.0,4.0,0.0,28.0
99,5,32.5,24.0,36.0,49.5
99,6,40.0,6.0,48.0,30.0
99,7,45.0,6.0,1.0,19.0
99,8,2.0,7.0,18.0,3.0
99,9,56.0,3.0,18.0,48.0
99,10,51.0,6.0,19.0,23.0
99,11,48.0,18.0,15.0,26.0
99,12,6.0,12.0,30.0,2.0
99,13,54.0,3.5,54.0,49.5
99,14,57.0,12.0,18.0,10.0
99,15,5.0,16.5,30.0,49.5
99,16,47.0,24.0,21.0,2.0
99,17,14.0,6.0,28.0,2.0
99,18,5.0,19.5,30.0,49.5
99,19,54.0,9.5,42.0,49.5
99,20,22.0,24.0,36.0,9.0
99,21,33.0,18.0,48.0,6.0
99,22,47.0,6.0,5.0,20.0
99,23,5.0,10.5,0.0,49.5
99,24,7.0,6.0,14.0,2.0
99,25,46.0,12.0,8.0,30.0
100,1,55.0,8.0,24.0,15.0
100,2,7.0,0.0,47.0,2.0
100,3,9.0,0.0,43.0,2.0
100,4,0.0,4.0,0.0,28.0
100,5,32.0,24.0,36.0,50.0
100,6,40.0,6.0,48.0,30.0
100,7,45.0,6.0,1.0,19.0
100,8,2.0,7.0,18.0,3.0
100,9,56.0,3.0,18.0,48.0
100,10,51.0,6.0,19.0,23.0
100,11,48.0,18.0,15.0,26.0
100,12,6.0,12.0,30.0,2.0
100,13,54.0,4.0,54.0,50.0
100,14,57.0,12.0,18.0,10.0
100,15,5.0,16.0,30.0,50.0
100,16,47.0,24.0,21.0,2.0
100,17,14.0,6.0,28.0,2.0
100,18,5.0,19.0,30.0,50.0
100,19,54.0,10.0,42.0,50.0
100,20,22.0,24.0,36.0,9.0
100,21,33.0,18.0,48.0,6.0
100,22,47.0,6.0,5.0,20.0
100,23,5.0,11.0,0.0,50.0
100,24,7.0,6.0,14.0,2.0
100,25,46.0,12.0,8.0,30.0
101,1,55.0,8.0,24.0,15.0
101,2,7.0,0.0,47.0,2.0
101,3,9.0,0.0,43.0,2.0
101,4,0.0,4.0,0.0,28.0
101,5,31.5,24.0,36.0,50.5
101,6,40.0,6.0,48.0,30.0
101,7,45.0,6.0,1.0,19.0
101,8,2.0,7.0,18.0,3.0
101,9,56.0,3.0,18.0,48.0
101,10,51.0,6.0,19.0,23.0
101,11,48.0,18.0,15.0,26.0
101,12,6.0,12.0,30.0,2.0
101,13,54.0,4.5,54.0,50.5
101,14,57.0,12.0,18.0,10.0
101,15,5.0,15.5,30.0,50.5
101,16,47.0,24.0,21.0,2.0
101,17,14.0,6.0,28.0,2.0
101,18,5.0,18.5,30.0,50.5
101,19,54.0,10.5,42.0,50.5
101,20,22.0,24.0,36.0,9.0
101,21,33.0,18.0,48.0,6.0
101,22,47.0,6.0,5.0,20.0
101,23,5.0,11.5,0.0,50.5
101,24,7.0,6.0,14.0,2.0
101,25,46.0,12.0,8.0,30.0
102,1,55.0,8.0,24.0,15.0
102,2,7.0,0.0,47.0,2.0
102,3,9.0,0.0,43.0,2.0
102,4,0.0,4.0,0.0,28.0
102,5,31.0,24.0,36.0,51.0
102,6,40.0,6.0,48.0,30.0
102,7,45.0,6.0,1.0,19.0
102,8,2.0,7.0,18.0,3.0
102,9,56.0,3.0,18.0,48.0
102,10,51.0,6.0,19.0,23.0
102,11,48.0,18.0,15.0,26.0
102,12,6.0,12.0,30.0,2.0
102,13,54.0,5.0,54.0,51.0
102,14,57.0,12.0,18.0,10.0
102,15,5.0,15.0,30.0,51.0
102,16,47.0,24.0,21.0,2.0
102,17,14.0,6.0,28.0,2.0
102,18,5.0,18.0,30.0,51.0
102,19,54.0,11.0,42.0,51.0
102,20,22.0,24.0,36.0,9.0
102,21,33.0,18.0,48.0,6.0
102,22,47.0,6.0,5.0,20.0
102,23,5.0,12.0,0.0,51.0
102,24,7.0,6.0,14.0,2.0
102,25,46.0,12.0,8.0,30.0
103,1,55.0,8.0,24.0,15.0
103,2,7.0,0.0,47.0,2.0
103,3,9.0,0.0,43.0,2.0
103,4,0.0,4.0,0.0,28.0
103,5,30.5,24.0,36.0,51.5
103,6,40.0,6.0,48.0,30.0
103,7,45.0,6.0,1.0,19.0
103,8,2.0,7.0,18.0,3.0
103,9,56.0,3.0,18.0,48.0
103,10,51.0,6.0,19.0,23.0
103,11,48.0,18.0,15.0,26.0
103,12,6.0,12.0,30.0,2.0
103,13,54.0,5.5,54.0,51.5
103,14,57.0,12.0,18.0,10.0
103,15,5.0,14.5,30.0,51.5
103,16,47.0,24.0,21.0,2.0
103,17,14.0,6.0,28.0,2.0
103,18,5.0,17.5,30.0,51.5
103,19,54.0,11.5,42.0,51.5
103,20,22.0,24.0,36.0,9.0
103,21,33.0,18.0,48.0,6.0
103,22,47.0,6.0,5.0,20.0
103,23,5.5,12.0,0.0,51.5
103,24,7.0,6.0,14.0,2.0
103,25,46.0,12.0,8.0,30.0
104,1,55.0,8.0,24.0,15.0
104,2,7.0,0.0,47.0,2.0
104,3,9.0,0.0,43.0,2.0
104,4,0.0,4.0,0.0,28.0
104,5,30.0,24.0,36.0,52.0
104,6,40.0,6.0,48.0,30.0
104,7,45.0,6.0,1.0,19.0
104,8,2.0,7.0,18.0,3.0
104,9,56.0,3.0,18.0,48.0
104,10,51.0,6.0,19.0,23.0
104,11,48.0,18.0,15.0,26.0
104,12,6.0,12.0,30.0,2.0
104,13,54.0,6.0,54.0,52.0
104,14,57.0,12.0,18.0,10.0
104,15,5.0,14.0,30.0,52.0
104,16,47.0,24.0,21.0,2.0
104,17,14.0,6.0,28.0,2.0
104,18,5.0,17.0,30.0,52.0
104,19,54.0,12.0,42.0,52.0
104,20,22.0,24.0,36.0,9.0
104,21,33.0,18.0,48.0,6.0
104,22,47.0,6.0,5.0,20.0
104,23,6.0,12.0,0.0,52.0
104,24,7.0,6.0,14.0,2.0
104,25,46.0,12.0,8.0,30.0
105,1,55.0,8.0,24.0,15.0
105,2,7.0,0.0,47.0,2.0
105,3,9.0,0.0,43.0,2.0
105,4,0.0,4.0,0.0,28.0
105,5,29.5,24.0,36.0,52.5
105,6,40.0,6.0,48.0,30.0
105,7,45.0,6.0,1.0,19.0
105,8,2.0,7.0,18.0,3.0
105,9,56.0,3.0,18.0,48.0
105,10,51.0,6.0,19.0,23.0
105,11,48.0,18.0,15.0,26.0
105,12,6.0,12.0,30.0,2.0
105,13,54.0,6.5,54.0,52.5
105,14,57.0,12.0,18.0,10.0
105,15,5.0,13.5,30.0,52.5
105,16,47.0,24.0,21.0,2.0
105,17,14.0,6.0,28.0,2.0
105,18,5.0,16.5,30.0,52.5
105,19,54.0,12.5,42.0,52.5
105,20,22.0,24.0,36.0,9.0
105,21,33.0,18.0,48.0,6.0
105,22,47.0,6.0,5.0,20.0
105,23,6.0,12.0,0.5,52.5
105,24,7.0,6.0,14.0,2.0
105,25,46.0,12.0,8.0,30.0
106,1,55.0,8.0,24.0,15.0
106,2,7.0,0.0,47.0,2.0
106,3,9.0,0.0,43.0,2.0
106,4,0.0,4.0,0.0,28.0
106,5,29.0,24.0,36.0,53.0
106,6,40.0,6.0,48.0,30.0
106,7,45.0,6.0,1.0,19.0
106,8,2.0,7.0,18.0,3.0
106,9,56.0,3.0,18.0,48.0
106,10,51.0,6.0,19.0,23.0
106,11,48.0,18.0,15.0,26.0
106,12,6.0,12.0,30.0,2.0
106,13,54.0,7.0,54.0,53.0
106,14,57.0,12.0,18.0,10.0
106,15,5.0,13.0,30.0,53.0
106,16,47.0,24.0,21.0,2.0
106,17,14.0,6.0,28.0,2.0
106,18,5.0,16.0,30.0,53.0
106,19,54.0,13.0,42.0,53.0
106,20,22.0,24.0,36.0,9.0
106,21,33.0,18.0,48.0,6.0
106,22,47.0,6.0,5.0,20.0
106,23,6.0,12.0,1.0,53.0
106,24,7.0,6.0,14.0,2.0
106,25,46.0,12.0,8.0,30.0
107,1,55.0,8.0,24.0,15.0
107,2,7.0,0.0,47.0,2.0
107,3,9.0,0.0,43.0,2.0
107,4,0.0,4.0,0.0,28.0
107,5,28.5,24.0,36.0,53.5
107,6,40.0,6.0,48.0,30.0
107,7,45.0,6.0,1.0,19.0
107,8,2.0,7.0,18.0,3.0
107,9,56.0,3.0,18.0,48.0
107,10,51.0,6.0,19.0,23.0
107,11,48.0,18.0,15.0,26.0
107,12,6.0,12.0,30.0,2.0
107,13,54.0,7.5,54.0,53.5
107,14,57.0,12.0,18.0,10.0
107,15,5.0,12.5,30.0,53.5
107,16,47.0,24.0,21.0,2.0
107,17,14.0,6.0,28.0,2.0
107,18,5.0,15.5,30.0,53.5
107,19,54.0,13.5,42.0,53.5
107,20,22.0,24.0,36.0,9.0
107,21,33.0,18.0,48.0,6.0
107,22,47.0,6.0,5.0,20.0
107,23,6.0,12.0,1.0,53.0
107,24,7.0,6.0,14.0,2.0
107,25,46.0,12.0,8.0,30.0
108,1,55.0,8.0,24.0,15.0
108,2,7.0,0.0,47.0,2.0
