Tick,AgentId,X,Y,Z,DistanceTravelled
52,7,45.0,6.0,1.0,19.0
52,8,2.0,7.0,18.0,3.0
52,9,37.0,6.0,18.0,26.0
52,10,51.0,6.0,19.0,23.0
52,11,48.0,18.0,15.0,26.0
52,12,6.0,12.0,30.0,2.0
52,13,34.0,0.0,54.0,26.0
52,14,57.0,12.0,18.0,10.0
52,15,27.0,18.0,30.0,26.0
52,16,47.0,24.0,21.0,2.0
52,17,14.0,6.0,28.0,2.0
52,18,24.0,24.0,30.0,26.0
52,19,34.0,6.0,42.0,26.0
52,20,22.0,24.0,36.0,9.0
52,21,33.0,18.0,48.0,6.0
52,22,47.0,6.0,5.0,20.0
52,23,24.0,6.0,0.0,26.0
52,24,7.0,6.0,14.0,2.0
52,25,48.0,12.0,6.0,26.0
53,1,55.0,8.0,24.0,15.0
53,2,7.0,0.0,47.0,2.0
53,3,9.0,0.0,43.0,2.0
53,4,0.0,5.5,0.0,26.5
53,5,54.0,22.5,36.0,26.5
53,6,36.5,6.0,48.0,26.5
53,7,45.0,6.0,1.0,19.0
53,8,2.0,7.0,18.0,3.0
53,9,37.5,6.0,18.0,26.5
53,10,51.0,6.0,19.0,23.0
53,11,48.0,18.0,15.0,26.0
53,12,6.0,12.0,30.0,2.0
53,13,34.5,0.0,54.0,26.5
53,14,57.0,12.0,18.0,10.0
53,15,26.5,18.0,30.0,26.5
53,16,47.0,24.0,21.0,2.0
53,17,14.0,6.0,28.0,2.0
53,18,23.5,24.0,30.0,26.5
53,19,34.5,6.0,42.0,26.5
53,20,22.0,24.0,36.0,9.0
53,21,33.0,18.0,48.0,6.0
53,22,47.0,6.0,5.0,20.0
53,23,23.5,6.0,0.0,26.5
53,24,7.0,6.0,14.0,2.0
53,25,47.5,12.0,6.0,26.5
54,1,55.0,8.0,24.0,15.0
54,2,7.0,0.0,47.0,2.0
54,3,9.0,0.0,43.0,2.0
54,4,0.0,5.0,0.0,27.0
54,5,54.0,23.0,36.0,27.0
54,6,37.0,6.0,48.0,27.0
54,7,45.0,6.0,1.0,19.0
54,8,2.0,7.0,18.0,3.0
54,9,38.0,6.0,18.0,27.0
54,10,51.0,6.0,19.0,23.0
54,11,48.0,18.0,15.0,26.0
54,12,6.0,12.0,30.0,2.0
54,13,35.0,0.0,54.0,27.0
54,14,57.0,12.0,18.0,10.0
54,15,26.0,18.0,30.0,27.0
54,16,47.0,24.0,21.0,2.0
54,17,14.0,6.0,28.0,2.0
54,18,23.0,24.0,30.0,27.0
54,19,35.0,6.0,42.0,27.0
54,20,22.0,24.0,36.0,9.0
54,21,33.0,18.0,48.0,6.0
54,22,47.0,6.0,5.0,20.0
54,23,23.0,6.0,0.0,27.0
54,24,7.0,6.0,14.0,2.0
54,25,47.0,12.0,6.0,27.0
55,1,55.0,8.0,24.0,15.0
55,2,7.0,0.0,47.0,2.0
55,3,9.0,0.0,43.0,2.0
55,4,0.0,4.5,0.0,27.5
55,5,54.0,23.5,36.0,27.5
55,6,37.5,6.0,48.0,27.5
55,7,45.0,6.0,1.0,19.0
55,8,2.0,7.0,18.0,3.0
55,9,38.5,6.0,18.0,27.5
55,10,51.0,6.0,19.0,23.0
55,11,48.0,18.0,15.0,26.0
55,12,6.0,12.0,30.0,2.0
55,13,35.5,0.0,54.0,27.5
55,14,57.0,12.0,18.0,10.0
55,15,25.5,18.0,30.0,27.5
55,16,47.0,24.0,21.0,2.0
55,17,14.0,6.0,28.0,2.0
55,18,22.5,24.0,30.0,27.5
55,19,35.5,6.0,42.0,27.5
55,20,22.0,24.0,36.0,9.0
55,21,33.0,18.0,48.0,6.0
55,22,47.0,6.0,5.0,20.0
55,23,22.5,6.0,0.0,27.5
55,24,7.0,6.0,14.0,2.0
55,25,46.5,12.0,6.0,27.5
56,1,55.0,8.0,24.0,15.0
56,2,7.0,0.0,47.0,2.0
56,3,9.0,0.0,43.0,2.0
56,4,0.0,4.0,0.0,28.0
56,5,54.0,24.0,36.0,28.0
56,6,38.0,6.0,48.0,28.0
56,7,45.0,6.0,1.0,19.0
56,8,2.0,7.0,18.0,3.0
56,9,39.0,6.0,18.0,28.0
56,10,51.0,6.0,19.0,23.0
56,11,48.0,18.0,15.0,26.0
56,12,6.0,12.0,30.0,2.0
56,13,36.0,0.0,54.0,28.0
56,14,57.0,12.0,18.0,10.0
56,15,25.0,18.0,30.0,28.0
56,16,47.0,24.0,21.0,2.0
56,17,14.0,6.0,28.0,2.0
56,18,22.0,24.0,30.0,28.0
56,19,36.0,6.0,42.0,28.0
56,20,22.0,24.0,36.0,9.0
56,21,33.0,18.0,48.0,6.0
56,22,47.0,6.0,5.0,20.0
56,23,22.0,6.0,0.0,28.0
56,24,7.0,6.0,14.0,2.0
56,25,46.0,12.0,6.0,28.0
57,1,55.0,8.0,24.0,15.0
57,2,7.0,0.0,47.0,2.0
57,3,9.0,0.0,43.0,2.0
57,4,0.0,4.0,0.0,28.0
57,5,53.5,24.0,36.0,28.5
57,6,38.5,6.0,48.0,28.5
57,7,45.0,6.0,1.0,19.0
57,8,2.0,7.0,18.0,3.0
57,9,39.5,6.0,18.0,28.5
57,10,51.0,6.0,19.0,23.0
57,11,48.0,18.0,15.0,26.0
57,12,6.0,12.0,30.0,2.0
57,13,36.5,0.0,54.0,28.5
57,14,57.0,12.0,18.0,10.0
57,15,24.5,18.0,30.0,28.5
57,16,47.0,24.0,21.0,2.0
57,17,14.0,6.0,28.0,2.0
57,18,21.5,24.0,30.0,28.5
57,19,36.5,6.0,42.0,28.5
57,20,22.0,24.0,36.0,9.0
57,21,33.0,18.0,48.0,6.0
57,22,47.0,6.0,5.0,20.0
57,23,21.5,6.0,0.0,28.5
57,24,7.0,6.0,14.0,2.0
57,25,46.0,12.0,6.5,28.5
58,1,55.0,8.0,24.0,15.0
58,2,7.0,0.0,47.0,2.0
58,3,9.0,0.0,43.0,2.0
58,4,0.0,4.0,0.0,28.0
58,5,53.0,24.0,36.0,29.0
58,6,39.0,6.0,48.0,29.0
58,7,45.0,6.0,1.0,19.0
58,8,2.0,7.0,18.0,3.0
58,9,40.0,6.0,18.0,29.0
58,10,51.0,6.0,19.0,23.0
58,11,48.0,18.0,15.0,26.0
58,12,6.0,12.0,30.0,2.0
58,13,37.0,0.0,54.0,29.0
58,14,57.0,12.0,18.0,10.0
58,15,24.0,18.0,30.0,29.0
58,16,47.0,24.0,21.0,2.0
58,17,14.0,6.0,28.0,2.0
58,18,21.0,24.0,30.0,29.0
58,19,37.0,6.0,42.0,29.0
58,20,22.0,24.0,36.0,9.0
58,21,33.0,18.0,48.0,6.0
58,22,47.0,6.0,5.0,20.0
58,23,21.0,6.0,0.0,29.0
58,24,7.0,6.0,14.0,2.0
58,25,46.0,12.0,7.0,29.0
59,1,55.0,8.0,24.0,15.0
59,2,7.0,0.0,47.0,2.0
59,3,9.0,0.0,43.0,2.0
59,4,0.0,4.0,0.0,28.0
59,5,52.5,24.0,36.0,29.5
59,6,39.5,6.0,48.0,29.5
59,7,45.0,6.0,1.0,19.0
59,8,2.0,7.0,18.0,3.0
59,9,40.5,6.0,18.0,29.5
59,10,51.0,6.0,19.0,23.0
59,11,48.0,18.0,15.0,26.0
59,12,6.0,12.0,30.0,2.0
59,13,37.5,0.0,54.0,29.5
59,14,57.0,12.0,18.0,10.0
59,15,23.5,18.0,30.0,29.5
59,16,47.0,24.0,21.0,2.0
59,17,14.0,6.0,28.0,2.0
59,18,20.5,24.0,30.0,29.5
59,19,37.5,6.0,42.0,29.5
59,20,22.0,24.0,36.0,9.0
59,21,33.0,18.0,48.0,6.0
59,22,47.0,6.0,5.0,20.0
59,23,20.5,6.0,0.0,29.5
59,24,7.0,6.0,14.0,2.0
59,25,46.0,12.0,7.5,29.5
60,1,55.0,8.0,24.0,15.0
60,2,7.0,0.0,47.0,2.0
60,3,9.0,0.0,43.0,2.0
60,4,0.0,4.0,0.0,28.0
60,5,52.0,24.0,36.0,30.0
60,6,40.0,6.0,48.0,30.0
60,7,45.0,6.0,1.0,19.0
60,8,2.0,7.0,18.0,3.0
60,9,41.0,6.0,18.0,30.0
60,10,51.0,6.0,19.0,23.0
60,11,48.0,18.0,15.0,26.0
60,12,6.0,12.0,30.0,2.0
60,13,38.0,0.0,54.0,30.0
60,14,57.0,12.0,18.0,10.0
60,15,23.0,18.0,30.0,30.0
60,16,47.0,24.0,21.0,2.0
60,17,14.0,6.0,28.0,2.0
60,18,20.0,24.0,30.0,30.0
60,19,38.0,6.0,42.0,30.0
60,20,22.0,24.0,36.0,9.0
60,21,33.0,18.0,48.0,6.0
60,22,47.0,6.0,5.0,20.0
60,23,20.0,6.0,0.0,30.0
60,24,7.0,6.0,14.0,2.0
60,25,46.0,12.0,8.0,30.0
61,1,55.0,8.0,24.0,15.0
61,2,7.0,0.0,47.0,2.0
61,3,9.0,0.0,43.0,2.0
61,4,0.0,4.0,0.0,28.0
61,5,51.5,24.0,36.0,30.5
61,6,40.0,6.0,48.0,30.0
61,7,45.0,6.0,1.0,19.0
61,8,2.0,7.0,18.0,3.0
61,9,41.5,6.0,18.0,30.5
61,10,51.0,6.0,19.0,23.0
61,11,48.0,18.0,15.0,26.0
61,12,6.0,12.0,30.0,2.0
61,13,38.5,0.0,54.0,30.5
61,14,57.0,12.0,18.0,10.0
61,15,22.5,18.0,30.0,30.5
61,16,47.0,24.0,21.0,2.0
61,17,14.0,6.0,28.0,2.0
61,18,19.5,24.0,30.0,30.5
61,19,38.5,6.0,42.0,30.5
61,20,22.0,24.0,36.0,9.0
61,21,33.0,18.0,48.0,6.0
61,22,47.0,6.0,5.0,20.0
61,23,19.5,6.0,0.0,30.5
61,24,7.0,6.0,14.0,2.0
61,25,46.0,12.0,8.0,30.0
62,1,55.0,8.0,24.0,15.0
62,2,7.0,0.0,47.0,2.0
62,3,9.0,0.0,43.0,2.0
62,4,0.0,4.0,0.0,28.0
62,5,51.0,24.0,36.0,31.0
62,6,40.0,6.0,48.0,30.0
62,7,45.0,6.0,1.0,19.0
62,8,2.0,7.0,18.0,3.0
62,9,42.0,6.0,18.0,31.0
62,10,51.0,6.0,19.0,23.0
62,11,48.0,18.0,15.0,26.0
62,12,6.0,12.0,30.0,2.0
62,13,39.0,0.0,54.0,31.0
62,14,57.0,12.0,18.0,10.0
62,15,22.0,18.0,30.0,31.0
62,16,47.0,24.0,21.0,2.0
62,17,14.0,6.0,28.0,2.0
62,18,19.0,24.0,30.0,31.0
62,19,39.0,6.0,42.0,31.0
62,20,22.0,24.0,36.0,9.0
62,21,33.0,18.0,48.0,6.0
62,22,47.0,6.0,5.0,20.0
62,23,19.0,6.0,0.0,31.0
62,24,7.0,6.0,14.0,2.0
62,25,46.0,12.0,8.0,30.0
63,1,55.0,8.0,24.0,15.0
63,2,7.0,0.0,47.0,2.0
63,3,9.0,0.0,43.0,2.0
63,4,0.0,4.0,0.0,28.0
63,5,50.5,24.0,36.0,31.5
63,6,40.0,6.0,48.0,30.0
63,7,45.0,6.0,1.0,19.0
63,8,2.0,7.0,18.0,3.0
63,9,42.5,6.0,18.0,31.5
63,10,51.0,6.0,19.0,23.0
63,11,48.0,18.0,15.0,26.0
63,12,6.0,12.0,30.0,2.0
63,13,39.5,0.0,54.0,31.5
63,14,57.0,12.0,18.0,10.0
63,15,21.5,18.0,30.0,31.5
63,16,47.0,24.0,21.0,2.0
63,17,14.0,6.0,28.0,2.0
63,18,18.5,24.0,30.0,31.5
63,19,39.5,6.0,42.0,31.5
63,20,22.0,24.0,36.0,9.0
63,21,33.0,18.0,48.0,6.0
63,22,47.0,6.0,5.0,20.0
63,23,18.5,6.0,0.0,31.5
63,24,7.0,6.0,14.0,2.0
63,25,46.0,12.0,8.0,30.0
64,1,55.0,8.0,24.0,15.0
64,2,7.0,0.0,47.0,2.0
64,3,9.0,0.0,43.0,2.0
64,4,0.0,4.0,0.0,28.0
64,5,50.0,24.0,36.0,32.0
64,6,40.0,6.0,48.0,30.0
64,7,45.0,6.0,1.0,19.0
64,8,2.0,7.0,18.0,3.0
64,9,43.0,6.0,18.0,32.0
64,10,51.0,6.0,19.0,23.0
64,11,48.0,18.0,15.0,26.0
64,12,6.0,12.0,30.0,2.0
64,13,40.0,0.0,54.0,32.0
64,14,57.0,12.0,18.0,10.0
64,15,21.0,18.0,30.0,32.0
64,16,47.0,24.0,21.0,2.0
64,17,14.0,6.0,28.0,2.0
64,18,18.0,24.0,30.0,32.0
64,19,40.0,6.0,42.0,32.0
64,20,22.0,24.0,36.0,9.0
64,21,33.0,18.0,48.0,6.0
64,22,47.0,6.0,5.0,20.0
64,23,18.0,6.0,0.0,32.0
64,24,7.0,6.0,14.0,2.0
64,25,46.0,12.0,8.0,30.0
65,1,55.0,8.0,24.0,15.0
65,2,7.0,0.0,47.0,2.0
65,3,9.0,0.0,43.0,2.0
65,4,0.0,4.0,0.0,28.0
65,5,49.5,24.0,36.0,32.5
65,6,40.0,6.0,48.0,30.0
65,7,45.0,6.0,1.0,19.0
65,8,2.0,7.0,18.0,3.0
65,9,43.5,6.0,18.0,32.5
65,10,51.0,6.0,19.0,23.0
65,11,48.0,18.0,15.0,26.0
65,12,6.0,12.0,30.0,2.0
65,13,40.5,0.0,54.0,32.5
65,14,57.0,12.0,18.0,10.0
65,15,20.5,18.0,30.0,32.5
65,16,47.0,24.0,21.0,2.0
65,17,14.0,6.0,28.0,2.0
65,18,17.5,24.0,30.0,32.5
65,19,40.5,6.0,42.0,32.5
65,20,22.0,24.0,36.0,9.0
65,21,33.0,18.0,48.0,6.0
65,22,47.0,6.0,5.0,20.0
65,23,17.5,6.0,0.0,32.5
65,24,7.0,6.0,14.0,2.0
65,25,46.0,12.0,8.0,30.0
66,1,55.0,8.0,24.0,15.0
66,2,7.0,0.0,47.0,2.0
66,3,9.0,0.0,43.0,2.0
66,4,0.0,4.0,0.0,28.0
66,5,49.0,24.0,36.0,33.0
66,6,40.0,6.0,48.0,30.0
66,7,45.0,6.0,1.0,19.0
66,8,2.0,7.0,18.0,3.0
66,9,44.0,6.0,18.0,33.0
66,10,51.0,6.0,19.0,23.0
66,11,48.0,18.0,15.0,26.0
66,12,6.0,12.0,30.0,2.0
66,13,41.0,0.0,54.0,33.0
66,14,57.0,12.0,18.0,10.0
66,15,20.0,18.0,30.0,33.0
66,16,47.0,24.0,21.0,2.0
66,17,14.0,6.0,28.0,2.0
66,18,17.0,24.0,30.0,33.0
66,19,41.0,6.0,42.0,33.0
66,20,22.0,24.0,36.0,9.0
66,21,33.0,18.0,48.0,6.0
66,22,47.0,6.0,5.0,20.0
66,23,17.0,6.0,0.0,33.0
66,24,7.0,6.0,14.0,2.0
66,25,46.0,12.0,8.0,30.0
67,1,55.0,8.0,24.0,15.0
67,2,7.0,0.0,47.0,2.0
67,3,9.0,0.0,43.0,2.0
67,4,0.0,4.0,0.0,28.0
67,5,48.5,24.0,36.0,33.5
67,6,40.0,6.0,48.0,30.0
67,7,45.0,6.0,1.0,19.0
67,8,2.0,7.0,18.0,3.0
67,9,44.5,6.0,18.0,33.5
67,10,51.0,6.0,19.0,23.0
67,11,48.0,18.0,15.0,26.0
67,12,6.0,12.0,30.0,2.0
67,13,41.5,0.0,54.0,33.5
67,14,57.0,12.0,18.0,10.0
67,15,19.5,18.0,30.0,33.5
67,16,47.0,24.0,21.0,2.0
67,17,14.0,6.0,28.0,2.0
67,18,16.5,24.0,30.0,33.5
67,19,41.5,6.0,42.0,33.5
67,20,22.0,24.0,36.0,9.0
67,21,33.0,18.0,48.0,6.0
67,22,47.0,6.0,5.0,20.0
67,23,16.5,6.0,0.0,33.5
67,24,7.0,6.0,14.0,2.0
67,25,46.0,12.0,8.0,30.0
68,1,55.0,8.0,24.0,15.0
68,2,7.0,0.0,47.0,2.0
68,3,9.0,0.0,43.0,2.0
68,4,0.0,4.0,0.0,28.0
68,5,48.0,24.0,36.0,34.0
68,6,40.0,6.0,48.0,30.0
68,7,45.0,6.0,1.0,19.0
68,8,2.0,7.0,18.0,3.0
68,9,45.0,6.0,18.0,34.0
68,10,51.0,6.0,19.0,23.0
68,11,48.0,18.0,15.0,26.0
68,12,6.0,12.0,30.0,2.0
68,13,42.0,0.0,54.0,34.0
68,14,57.0,12.0,18.0,10.0
68,15,19.0,18.0,30.0,34.0
68,16,47.0,24.0,21.0,2.0
68,17,14.0,6.0,28.0,2.0
68,18,16.0,24.0,30.0,34.0
68,19,42.0,6.0,42.0,34.0
68,20,22.0,24.0,36.0,9.0
68,21,33.0,18.0,48.0,6.0
68,22,47.0,6.0,5.0,20.0
68,23,16.0,6.0,0.0,34.0
68,24,7.0,6.0,14.0,2.0
68,25,46.0,12.0,8.0,30.0
69,1,55.0,8.0,24.0,15.0
69,2,7.0,0.0,47.0,2.0
69,3,9.0,0.0,43.0,2.0
69,4,0.0,4.0,0.0,28.0
69,5,47.5,24.0,36.0,34.5
69,6,40.0,6.0,48.0,30.0
69,7,45.0,6.0,1.0,19.0
69,8,2.0,7.0,18.0,3.0
69,9,45.5,6.0,18.0,34.5
69,10,51.0,6.0,19.0,23.0
69,11,48.0,18.0,15.0,26.0
69,12,6.0,12.0,30.0,2.0
69,13,42.5,0.0,54.0,34.5
69,14,57.0,12.0,18.0,10.0
69,15,18.5,18.0,30.0,34.5
69,16,47.0,24.0,21.0,2.0
69,17,14.0,6.0,28.0,2.0
69,18,15.5,24.0,30.0,34.5
69,19,42.5,6.0,42.0,34.5
69,20,22.0,24.0,36.0,9.0
69,21,33.0,18.0,48.0,6.0
69,22,47.0,6.0,5.0,20.0
69,23,15.5,6.0,0.0,34.5
69,24,7.0,6.0,14.0,2.0
69,25,46.0,12.0,8.0,30.0
70,1,55.0,8.0,24.0,15.0
70,2,7.0,0.0,47.0,2.0
70,3,9.0,0.0,43.0,2.0
70,4,0.0,4.0,0.0,28.0
70,5,47.0,24.0,36.0,35.0
70,6,40.0,6.0,48.0,30.0
70,7,45.0,6.0,1.0,19.0
70,8,2.0,7.0,18.0,3.0
70,9,46.0,6.0,18.0,35.0
70,10,51.0,6.0,19.0,23.0
70,11,48.0,18.0,15.0,26.0
70,12,6.0,12.0,30.0,2.0
70,13,43.0,0.0,54.0,35.0
70,14,57.0,12.0,18.0,10.0
70,15,18.0,18.0,30.0,35.0
70,16,47.0,24.0,21.0,2.0
70,17,14.0,6.0,28.0,2.0
70,18,15.0,24.0,30.0,35.0
70,19,43.0,6.0,42.0,35.0
70,20,22.0,24.0,36.0,9.0
70,21,33.0,18.0,48.0,6.0
70,22,47.0,6.0,5.0,20.0
70,23,15.0,6.0,0.0,35.0
70,24,7.0,6.0,14.0,2.0
70,25,46.0,12.0,8.0,30.0
71,1,55.0,8.0,24.0,15.0
71,2,7.0,0.0,47.0,2.0
71,3,9.0,0.0,43.0,2.0
71,4,0.0,4.0,0.0,28.0
71,5,46.5,24.0,36.0,35.5
71,6,40.0,6.0,48.0,30.0
71,7,45.0,6.0,1.0,19.0
71,8,2.0,7.0,18.0,3.0
71,9,46.5,6.0,18.0,35.5
71,10,51.0,6.0,19.0,23.0
71,11,48.0,18.0,15.0,26.0
71,12,6.0,12.0,30.0,2.0
71,13,43.5,0.0,54.0,35.5
71,14,57.0,12.0,18.0,10.0
71,15,17.5,18.0,30.0,35.5
71,16,47.0,24.0,21.0,2.0
71,17,14.0,6.0,28.0,2.0
71,18,14.5,24.0,30.0,35.5
71,19,43.5,6.0,42.0,35.5
71,20,22.0,24.0,36.0,9.0
71,21,33.0,18.0,48.0,6.0
71,22,47.0,6.0,5.0,20.0
71,23,14.5,6.0,0.0,35.5
71,24,7.0,6.0,14.0,2.0
71,25,46.0,12.0,8.0,30.0
72,1,55.0,8.0,24.0,15.0
72,2,7.0,0.0,47.0,2.0
72,3,9.0,0.0,43.0,2.0
72,4,0.0,4.0,0.0,28.0
72,5,46.0,24.0,36.0,36.0
72,6,40.0,6.0,48.0,30.0
72,7,45.0,6.0,1.0,19.0
72,8,2.0,7.0,18.0,3.0
72,9,47.0,6.0,18.0,36.0
72,10,51.0,6.0,19.0,23.0
72,11,48.0,18.0,15.0,26.0
72,12,6.0,12.0,30.0,2.0
72,13,44.0,0.0,54.0,36.0
72,14,57.0,12.0,18.0,10.0
72,15,17.0,18.0,30.0,36.0
72,16,47.0,24.0,21.0,2.0
72,17,14.0,6.0,28.0,2.0
72,18,14.0,24.0,30.0,36.0
72,19,44.0,6.0,42.0,36.0
72,20,22.0,24.0,36.0,9.0
72,21,33.0,18.0,48.0,6.0
72,22,47.0,6.0,5.0,20.0
72,23,14.0,6.0,0.0,36.0
72,24,7.0,6.0,14.0,2.0
72,25,46.0,12.0,8.0,30.0
73,1,55.0,8.0,24.0,15.0
73,2,7.0,0.0,47.0,2.0
73,3,9.0,0.0,43.0,2.0
73,4,0.0,4.0,0.0,28.0
73,5,45.5,24.0,36.0,36.5
73,6,40.0,6.0,48.0,30.0
73,7,45.0,6.0,1.0,19.0
73,8,2.0,7.0,18.0,3.0
73,9,47.5,6.0,18.0,36.5
73,10,51.0,6.0,19.0,23.0
73,11,48.0,18.0,15.0,26.0
73,12,6.0,12.0,30.0,2.0
73,13,44.5,0.0,54.0,36.5
73,14,57.0,12.0,18.0,10.0
73,15,16.5,18.0,30.0,36.5
73,16,47.0,24.0,21.0,2.0
73,17,14.0,6.0,28.0,2.0
73,18,13.5,24.0,30.0,36.5
73,19,44.5,6.0,42.0,36.5
73,20,22.0,24.0,36.0,9.0
73,21,33.0,18.0,48.0,6.0
73,22,47.0,6.0,5.0,20.0
73,23,13.5,6.0,0.0,36.5
73,24,7.0,6.0,14.0,2.0
73,25,46.0,12.0,8.0,30.0
74,1,55.0,8.0,24.0,15.0
74,2,7.0,0.0,47.0,2.0
74,3,9.0,0.0,43.0,2.0
74,4,0.0,4.0,0.0,28.0
74,5,45.0,24.0,36.0,37.0
74,6,40.0,6.0,48.0,30.0
74,7,45.0,6.0,1.0,19.0
74,8,2.0,7.0,18.0,3.0
74,9,48.0,6.0,18.0,37.0
74,10,51.0,6.0,19.0,23.0
74,11,48.0,18.0,15.0,26.0
74,12,6.0,12.0,30.0,2.0
74,13,45.0,0.0,54.0,37.0
74,14,57.0,12.0,18.0,10.0
74,15,16.0,18.0,30.0,37.0
74,16,47.0,24.0,21.0,2.0
74,17,14.0,6.0,28.0,2.0
74,18,13.0,24.0,30.0,37.0
74,19,45.0,6.0,42.0,37.0
74,20,22.0,24.0,36.0,9.0
74,21,33.0,18.0,48.0,6.0
74,22,47.0,6.0,5.0,20.0
74,23,13.0,6.0,0.0,37.0
74,24,7.0,6.0,14.0,2.0
74,25,46.0,12.0,8.0,30.0
75,1,55.0,8.0,24.0,15.0
75,2,7.0,0.0,47.0,2.0
75,3,9.0,0.0,43.0,2.0
75,4,0.0,4.0,0.0,28.0
75,5,44.5,24.0,36.0,37.5
75,6,40.0,6.0,48.0,30.0
75,7,45.0,6.0,1.0,19.0
75,8,2.0,7.0,18.0,3.0
75,9,48.5,6.0,18.0,37.5
75,10,51.0,6.0,19.0,23.0
75,11,48.0,18.0,15.0,26.0
75,12,6.0,12.0,30.0,2.0
75,13,45.5,0.0,54.0,37.5
75,14,57.0,12.0,18.0,10.0
75,15,15.5,18.0,30.0,37.5
75,16,47.0,24.0,21.0,2.0
75,17,14.0,6.0,28.0,2.0
75,18,12.5,24.0,30.0,37.5
75,19,45.5,6.0,42.0,37.5
75,20,22.0,24.0,36.0,9.0
75,21,33.0,18.0,48.0,6.0
75,22,47.0,6.0,5.0,20.0
75,23,12.5,6.0,0.0,37.5
75,24,7.0,6.0,14.0,2.0
75,25,46.0,12.0,8.0,30.0
76,1,55.0,8.0,24.0,15.0
76,2,7.0,0.0,47.0,2.0
76,3,9.0,0.0,43.0,2.0
76,4,0.0,4.0,0.0,28.0
76,5,44.0,24.0,36.0,38.0
76,6,40.0,6.0,48.0,30.0
76,7,45.0,6.0,1.0,19.0
76,8,2.0,7.0,18.0,3.0
76,9,49.0,6.0,18.0,38.0
76,10,51.0,6.0,19.0,23.0
76,11,48.0,18.0,15.0,26.0
76,12,6.0,12.0,30.0,2.0
76,13,46.0,0.0,54.0,38.0
76,14,57.0,12.0,18.0,10.0
76,15,15.0,18.0,30.0,38.0
76,16,47.0,24.0,21.0,2.0
76,17,14.0,6.0,28.0,2.0
76,18,12.0,24.0,30.0,38.0
76,19,46.0,6.0,42.0,38.0
76,20,22.0,24.0,36.0,9.0
76,21,33.0,18.0,48.0,6.0
76,22,47.0,6.0,5.0,20.0
76,23,12.0,6.0,0.0,38.0
76,24,7.0,6.0,14.0,2.0
76,25,46.0,12.0,8.0,30.0
77,1,55.0,8.0,24.0,15.0
77,2,7.0,0.0,47.0,2.0
77,3,9.0,0.0,43.0,2.0
77,4,0.0,4.0,0.0,28.0
77,5,43.5,24.0,36.0,38.5
77,6,40.0,6.0,48.0,30.0
77,7,45.0,6.0,1.0,19.0
77,8,2.0,7.0,18.0,3.0
77,9,49.5,6.0,18.0,38.5
77,10,51.0,6.0,19.0,23.0
77,11,48.0,18.0,15.0,26.0
77,12,6.0,12.0,30.0,2.0
77,13,46.5,0.0,54.0,38.5
77,14,57.0,12.0,18.0,10.0
77,15,14.5,18.0,30.0,38.5
77,16,47.0,24.0,21.0,2.0
77,17,14.0,6.0,28.0,2.0
77,18,11.5,24.0,30.0,38.5
77,19,46.5,6.0,42.0,38.5
77,20,22.0,24.0,36.0,9.0
77,21,33.0,18.0,48.0,6.0
77,22,47.0,6.0,5.0,20.0
77,23,11.5,6.0,0.0,38.5
77,24,7.0,6.0,14.0,2.0
77,25,46.0,12.0,8.0,30.0
78,1,55.0,8.0,24.0,15.0
78,2,7.0,0.0,47.0,2.0
78,3,9.0,0.0,43.0,2.0
78,4,0.0,4.0,0.0,28.0
78,5,43.0,24.0,36.0,39.0
78,6,40.0,6.0,48.0,30.0
78,7,45.0,6.0,1.0,19.0
78,8,2.0,7.0,18.0,3.0
78,9,50.0,6.0,18.0,39.0
78,10,51.0,6.0,19.0,23.0
78,11,48.0,18.0,15.0,26.0
78,12,6.0,12.0,30.0,2.0
78,13,47.0,0.0,54.0,39.0
78,14,57.0,12.0,18.0,10.0
78,15,14.0,18.0,30.0,39.0
78,16,47.0,24.0,21.0,2.0
78,17,14.0,6.0,28.0,2.0
78,18,11.0,24.0,30.0,39.0
78,19,47.0,6.0,42.0,39.0
78,20,22.0,24.0,36.0,9.0
78,21,33.0,18.0,48.0,6.0
78,22,47.0,6.0,5.0,20.0
78,23,11.0,6.0,0.0,39.0
78,24,7.0,6.0,14.0,2.0
78,25,46.0,12.0,8.0,30.0
79,1,55.0,8.0,24.0,15.0
79,2,7.0,0.0,47.0,2.0
79,3,9.0,0.0,43.0,2.0
79,4,0.0,4.0,0.0,28.0
79,5,42.5,24.0,36.0,39.5
79,6,40.0,6.0,48.0,30.0
79,7,45.0,6.0,1.0,19.0
79,8,2.0,7.0,18.0,3.0
79,9,50.5,6.0,18.0,39.5
79,10,51.0,6.0,19.0,23.0
79,11,48.0,18.0,15.0,26.0
79,12,6.0,12.0,30.0,2.0
79,13,47.5,0.0,54.0,39.5
79,14,57.0,12.0,18.0,10.0
79,15,13.5,18.0,30.0,39.5
79,16,47.0,24.0,21.0,2.0
79,17,14.0,6.0,28.0,2.0
79,18,10.5,24.0,30.0,39.5
79,19,47.5,6.0,42.0,39.5
79,20,22.0,24.0,36.0,9.0
79,21,33.0,18.0,48.0,6.0
79,22,47.0,6.0,5.0,20.0
79,23,10.5,6.0,0.0,39.5
79,24,7.0,6.0,14.0,2.0
79,25,46.0,12.0,8.0,30.0
80,1,55.0,8.0,24.0,15.0
80,2,7.0,0.0,47.0,2.0
80,3,9.0,0.0,43.0,2.0
80,4,0.0,4.0,0.0,28.0
