episode,map,scen,agents,reward,completed,completion_rate,collisions,recovery_invocations,recovery_forced,recovery_resolved,recovery_wasted,recovery_preemptive,recovery_preemptive_success,errors_injected,handovers_completed,retired_recalled,action_override_rate,gradient_agreement,mean_hops_remaining,loss_goal,loss_safety,loss_integrity,loss_rescue,loss_time
21,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,-13053.300351411104,55,1.0,0,0,0,0,376,0,0,3,3,1,0.04339772426567875,0.45726382640910296,0.0,0.20191728729542677,0.0001607808123438881,1.7206125139867063,0.0057930467515269176,0.012448332923342856
22,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed9.csv,55,-3773.448351494968,54,0.9818181818181818,0,9,0,0,379,9,9,2,2,2,0.03980872683801554,0.46049013747758516,0.11226654052734375,0.20770478275341867,0.00014144309402202754,1.7237640315141434,0.006086104961869738,0.011106224983844488
23,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed3.csv,55,-6339.976312689483,55,1.0,0,13,0,0,270,13,10,2,1,2,0.022559652928416486,0.4873752711496746,0.0,0.22773610325484142,0.0001869139759515137,1.7384997704472926,0.005167328424503581,0.011049313361481492
24,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,-4040.406627237797,55,1.0,0,12,0,0,238,12,10,2,2,2,0.035957662751921124,0.46527475714078587,0.0,0.22987119449344975,0.0001995276856185955,1.7699236748875051,0.005375274095993885,0.01082977858667982
25,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,25,-8821.900067478418,25,1.0,0,0,0,0,343,0,0,1,1,0,0.02129139994433621,0.5001391594767604,0.0,0.23117002541345827,0.00028858220595874795,1.7689601864372746,0.0053603463024552425,0.01134344381694319
26,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,-2906.319087319076,25,1.0,0,4,0,0,258,4,4,3,3,3,0.013008130081300813,0.49988385598141694,0.0,0.2360397790234985,0.0002233038670612114,1.74710417470188,0.004945881952727503,0.011290284051514107
27,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed0.csv,25,703.3948860168457,24,0.96,0,23,0,0,58,23,14,1,0,0,0.03681229773462783,0.494336569579288,0.0,0.2360507288237208,0.00021867311793287336,1.7218191826466434,0.006150668036930759,0.014105354874671546
28,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed6.csv,25,-2444.9295358657837,25,1.0,0,3,0,0,158,3,3,1,1,1,0.014045801526717557,0.5261068702290076,0.0,0.2324948203331696,0.00023857342177369722,1.7498234785245563,0.005537148348352127,0.011571553973031704
29,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,25,162.9390280842781,24,0.96,0,4,0,0,76,4,4,1,0,0,0.013269443420567637,0.5215628455584224,0.0,0.23826926497466255,0.0001876803904570245,1.7299707597522644,0.006109268519400185,0.011746324321580452
30,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,25,-1719.8999779224396,25,1.0,0,0,0,0,107,0,0,0,0,0,0.0031790886612504416,0.5524549629106322,0.0,0.23102164872417366,0.00018758595476330234,1.6769864480400927,0.0055122591094179845,0.014331665559358856
31,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed0.csv,25,512.3299358785152,24,0.96,0,1,0,0,79,1,1,1,0,0,0.0,0.5539011316259679,0.0,0.23510361702620297,0.00019596974955259707,1.7057576604273128,0.007556852132590784,0.012659707484461293
32,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,3922.1305473446846,55,1.0,2,47,2,2,99,47,28,3,3,3,0.03871329717598653,0.5481578455208528,0.0,0.23535860558190652,0.0004112484601220238,1.7180241394427516,0.005217154167528529,0.011118357837963768
33,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,5113.63806450367,54,0.9818181818181818,0,22,0,0,83,22,20,1,0,0,0.008167841127482383,0.5725496476617553,0.0,0.24811964737156691,0.000623013097083458,1.7463287680836048,0.006027414045836712,0.011171641496320401
34,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed8.csv,25,333.14929407835007,25,1.0,0,2,0,0,89,2,2,0,0,0,0.007828594973217964,0.595797280593325,0.0,0.25184666342610357,0.0005882999993610813,1.7696409829318784,0.006150943365031431,0.009930755094549024
35,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed6.csv,25,2009.7160657346249,25,1.0,0,23,0,0,93,23,17,1,1,1,0.004156769596199525,0.6065914489311164,0.0,0.24901555260507072,0.0007317489331978896,1.7768796715586859,0.006758928040008121,0.01157390552030112
36,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,928.3720583021641,54,0.9818181818181818,0,0,0,0,263,0,0,2,1,2,0.01934264107038976,0.6212914485165794,22.331501007080078,0.2567289212766366,0.0006989138676608957,1.7780188801961068,0.004664147929459262,0.010822908142916697
37,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,-36.70013666152954,25,1.0,0,1,0,0,89,1,1,1,1,1,0.006119510439164867,0.6195104391648668,0.0,0.26052000395795133,0.0008090138783022957,1.745464762728265,0.004964528809448366,0.012382801694582939
38,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,2384.274753063917,54,0.9818181818181818,0,1,0,0,245,1,1,2,2,2,0.025087719298245614,0.6312280701754386,20.195003509521484,0.26711743296338963,0.0009665642301989954,1.7593711851499019,0.0062548652518673595,0.010996590564929694
39,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,1568.2298923432827,25,1.0,0,1,0,0,82,1,1,1,1,1,0.00840042002100105,0.6370318515925796,0.0,0.2721148222459085,0.000988133948760261,1.7454158532800097,0.006802895830456699,0.01202402620024121
40,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed6.csv,55,4067.7323975265026,54,0.9818181818181818,1,4,1,1,61,4,4,1,0,0,0.00684931506849315,0.6458592777085927,0.0,0.2764460735515862,0.0011905434545141315,1.7554084493956212,0.006421922832779726,0.010696638379714291
41,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,1539.2541861236095,25,1.0,0,1,0,0,116,1,1,2,1,2,0.005555555555555556,0.6737037037037037,0.0,0.2859601427505656,0.0011501357829640656,1.7180321251473776,0.006377735217028211,0.008033794534001173
42,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,25,1242.8999720811844,24,0.96,0,0,0,0,71,0,0,2,1,1,0.0016589250165892503,0.6954213669542136,0.0,0.2843452114083989,0.0012121797216817138,1.6729636259889795,0.007090873261822496,0.009515989499712982
43,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,2275.499975949526,25,1.0,0,1,0,0,90,1,1,3,2,3,0.0070921985815602835,0.6882978723404255,0.0,0.2832087481644616,0.0012087218836856677,1.6880046730610863,0.006265090915500645,0.009936225308876548
44,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,55,4695.632837355137,55,1.0,1,3,1,1,66,3,3,0,0,0,0.0062912865681031774,0.7013211701793016,0.0,0.28675917185731786,0.0010658906662700844,1.687466451481207,0.006454281888552304,0.010305376659954476
45,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed6.csv,55,8001.8352999687195,55,1.0,1,20,0,1,101,19,17,4,1,4,0.007086215623418255,0.7017040661380125,0.0,0.2910827780832295,0.001220300203867821,1.6864102082671943,0.005898329523158867,0.007713928646366084
46,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,25,2469.8999383449554,25,1.0,0,0,0,0,29,0,0,0,0,0,0.005441354292623942,0.7164449818621523,0.0,0.29479915576596416,0.0012836538615910022,1.680500796725673,0.007600561820105156,0.007180082889648944
47,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,2424.299979031086,25,1.0,0,0,0,0,40,0,0,0,0,0,0.0,0.7235587834770767,0.0,0.2908734166169468,0.0012142794787249368,1.6485726539092729,0.004383201309051651,0.008202300634012099
48,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed6.csv,25,2472.234834432602,25,1.0,0,1,0,0,144,1,1,4,1,4,0.003986710963455149,0.7345514950166113,0.0,0.3013361619619062,0.0015004700020345122,1.640697741362343,0.005373495870362146,0.005442577099091421
49,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,3304.9133093953133,25,1.0,1,3,1,1,33,3,3,0,0,0,0.0054005400540054005,0.7110711071107111,0.0,0.30448205372196946,0.0013922570529282337,1.635934009623887,0.004813088787746574,0.0061512128002678725
50,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,25,3123.499966830015,25,1.0,0,0,0,0,115,0,0,3,3,2,0.0033566433566433566,0.7552447552447552,0.0,0.3136387243353087,0.0015379930272862612,1.6073830711430517,0.00585402407537872,0.006046953282650285
51,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed7.csv,25,3006.7777880728245,25,1.0,0,5,0,0,44,5,2,1,1,1,0.005341002465078061,0.7534921939194741,0.0,0.3171398688075889,0.001645528660184517,1.5991918875111475,0.004238701277757811,0.005861774299284242
52,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,55,6296.899823278189,55,1.0,0,0,0,0,14,0,0,0,0,0,0.0,0.7699876998769988,0.0,0.3172004353635165,0.0016543683320694015,1.5876107191552922,0.00798323368409936,0.00513490744203539
53,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,2902.6762573719025,25,1.0,0,1,0,0,36,1,1,1,1,1,0.005385996409335727,0.7869539198084979,0.0,0.3166679305509782,0.0017245117233984967,1.583196736557383,0.006827458854482496,0.006240367393050766
54,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,5883.830536901951,52,0.9454545454545454,0,2,0,0,119,2,2,3,1,3,0.0369475628819099,0.7652408696887878,11.348833084106445,0.3321030017275077,0.001982858574458591,1.5124077184842184,0.006312792304174818,0.005533881159224981
55,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed0.csv,25,2894.8900200128555,25,1.0,0,3,0,0,8,3,2,0,0,0,0.004347826086956522,0.7510869565217392,0.0,0.33947328631192036,0.001978998219260263,1.4256002217122954,0.006190060804205013,0.004218335582545353
56,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed9.csv,25,3335.299989849329,25,1.0,0,0,0,0,17,0,0,0,0,0,0.0,0.8088139987038238,0.0,0.33578884039745954,0.0017588757939057493,1.5419469153294798,0.0063570675464743485,0.00768066029436117
57,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed2.csv,55,7999.848325766623,55,1.0,1,1,0,1,51,0,0,2,1,2,0.00276312484300427,0.7905048982667672,0.0,0.3384748922719655,0.0017232556655234707,1.4578452465527378,0.004664519521247321,0.005504949443202011
58,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,7053.335062086582,55,1.0,0,1,0,0,18,1,1,1,1,1,0.004173354735152488,0.8086677367576244,0.0,0.3505756681534781,0.001581159168266035,1.453549994461572,0.005863080233756694,0.005051782951351192
59,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,55,7028.699764788151,55,1.0,0,1,0,0,23,1,1,1,1,1,0.0027472527472527475,0.8413461538461539,0.0,0.3480203521329087,0.001593864649258684,1.3860320297928599,0.006470713237978567,0.007236776170489006
60,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,7105.785085618496,54,0.9818181818181818,1,3,1,1,29,3,2,2,1,1,0.0030499428135722455,0.7819290888295845,0.0,0.3471773454097396,0.0019796069306071253,1.413723598645386,0.0058237537693000005,0.005701377404484295
61,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,25,3462.69993981719,25,1.0,0,0,0,0,7,0,0,0,0,0,0.004268943436499467,0.8431163287086446,0.0,0.34608096898870266,0.0016621293110066736,1.4357445702907887,0.005850486215567033,0.0060508788734692795
62,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed8.csv,55,6687.969494432211,52,0.9454545454545454,1,8,1,1,96,8,6,3,1,2,0.09828164291701592,0.732606873428332,3.4680824279785156,0.36967165504510585,0.002170577558501044,1.3969740257813381,0.005388905611222009,0.006139489239987994
63,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed9.csv,25,5217.900003284216,25,1.0,0,0,0,0,35,0,0,2,2,0,0.0,0.884558277654046,0.0,0.37424925090391425,0.002195409636822407,1.3344039592561843,0.005723711878563764,0.007335919569250339
64,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,9272.541503481567,55,1.0,0,1,0,0,60,1,1,2,1,2,0.0043001505052676844,0.7978929262524188,0.0,0.38004391139481253,0.0021741619501254336,1.281985875689536,0.006554643381493018,0.007183541312212921
65,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed9.csv,55,6693.783634662628,54,0.9818181818181818,0,1,0,0,30,1,1,2,1,1,0.007939133311280185,0.8025140588819054,0.0,0.38078009432012383,0.0022100462749993755,1.2588289670871966,0.00563625446640961,0.006571166162258592
66,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,25,3553.6999209821224,25,1.0,0,0,0,0,8,0,0,0,0,0,0.0,0.8775510204081632,0.0,0.38546273702134687,0.002177225660508005,1.2305620672802131,0.005824320721623828,0.007572690308525883
67,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,8804.583839595318,54,0.9818181818181818,0,1,0,0,20,1,1,1,0,0,0.004354926510615134,0.8655416439847577,0.0,0.38997099049594425,0.002350062201387135,1.254476756677715,0.006938295647374768,0.005579731064344826
68,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed0.csv,25,3098.4999821186066,25,1.0,0,1,0,0,10,1,1,0,0,0,0.017061611374407582,0.7819905213270142,0.0,0.38742853859637644,0.002219396466685755,1.2354080702396149,0.004167780926195519,0.0064375527849346754
69,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed9.csv,25,3767.699931740761,25,1.0,0,0,0,0,9,0,0,0,0,0,0.0,0.8598207008964955,0.0,0.3939952750165923,0.0023682711694966523,1.242572582569443,0.008553616879244944,0.006729538715438391
70,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,55,8902.499879181385,55,1.0,0,0,0,0,14,0,0,0,0,0,0.0008086253369272237,0.8889487870619946,0.0,0.3904554421703021,0.002264191076013352,1.1584050348472028,0.005696192201819103,0.005139085421043481
71,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,25,4757.040111489594,25,1.0,0,1,0,0,34,1,1,5,3,4,0.005508474576271186,0.8576271186440678,0.0,0.39081025624996324,0.00240181211236267,1.126810015825333,0.00765638497440632,0.005850660334813161
72,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,55,7701.33313190937,54,0.9818181818181818,0,1,0,0,8,1,1,1,0,0,0.01705150976909414,0.7868561278863233,0.0,0.4116368436732808,0.0024000335294376046,1.0572093902407467,0.007155638349138064,0.004679448334996237
73,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,8513.48191549629,53,0.9636363636363636,1,2,1,1,57,2,0,3,2,2,0.006599378881987578,0.8454968944099379,0.14453125,0.4154614254450187,0.002566858181854187,1.0479386017108574,0.007079336287999766,0.006339297541060846
74,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,25,4145.499933242798,25,1.0,0,0,0,0,4,0,0,0,0,0,0.0,0.9405857740585774,0.0,0.43333935737609863,0.0022438914778113946,1.0246165337365702,0.008897270472443007,0.006680435370171919
75,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,9576.899772971869,55,1.0,0,1,0,0,14,1,1,0,0,0,0.005480953685941353,0.8780487804878049,0.0,0.42848740367576327,0.0020888143417920734,1.0231309534624369,0.0053602558639401,0.009133274019441527
76,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,25,4460.199986189604,25,1.0,0,0,0,0,10,0,0,1,1,1,0.0,0.9322429906542056,0.0,0.4364012086763978,0.0021116632249515987,1.0240304362028838,0.004548001268731916,0.006452965077619411
77,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed5.csv,55,6601.680349051952,54,0.9818181818181818,1,4,1,1,28,4,0,1,1,1,0.015065913370998116,0.8705945655098197,4.149999618530273,0.43684651591838936,0.002261789402273688,0.9520569152939014,0.005458664796533332,0.0067453875099603555
78,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,55,7040.703103885055,54,0.9818181818181818,0,0,0,0,30,0,0,2,1,2,0.024303305249513935,0.7213220998055736,3.0,0.4487342476080626,0.0019950624191901276,0.8618803398540387,0.006021373495305846,0.008476775623360784
79,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed3.csv,25,3490.1999423503876,24,0.96,0,0,0,0,5,0,0,1,0,0,0.0,0.9205561072492552,0.0,0.45662149355599757,0.001878954606910922,0.8104653938820487,0.005331980856217462,0.009182145810643161
80,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,25,4237.099949121475,25,1.0,0,0,0,0,3,0,0,0,0,0,0.0006939625260235947,0.9250520471894518,0.0,0.4571138129825086,0.0018824734264113285,0.7731688067448877,0.004691625956353019,0.010964509081371043
81,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed7.csv,55,8878.699815958738,55,1.0,0,0,0,0,7,0,0,0,0,0,0.0017024174327545114,0.9182839632277835,0.0,0.4471065327525139,0.0018628493081394026,0.739020100212656,0.00864773931627738,0.008143597967205096
82,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,25,4925.799953766167,25,1.0,0,0,0,0,3,0,0,1,1,1,0.0,0.9140321686078757,0.0,0.4431658307005306,0.0019117717986468937,0.7672759513110678,0.004265186440950967,0.011422659429982435
83,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed6.csv,25,5304.099921181798,25,1.0,0,0,0,0,7,0,0,1,1,1,0.00250501002004008,0.9418837675350702,0.0,0.44684549113330635,0.0018324666046717775,0.7513372994473447,0.0048236641776707966,0.01152234072441902
84,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,25,3977.5999215841293,24,0.96,0,0,0,0,2,0,0,1,0,0,0.0,0.9622467771639043,0.0,0.43878516672473206,0.0016747591101516502,0.7829690987342283,0.00718767205205495,0.011502488071193128
85,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed1.csv,25,4129.299956202507,25,1.0,0,0,0,0,4,0,0,0,0,0,0.0,0.9683219178082192,0.0,0.4380831183106811,0.0017603991161397265,0.7161427307184096,0.00795128331873861,0.010828023021531408
86,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed3.csv,55,9211.099877238274,55,1.0,0,0,0,0,4,0,0,0,0,0,0.0,0.9228316326530612,0.0,0.4604573545711381,0.00206660529457687,0.6963305378598826,0.0067298072934996915,0.008296146316466288
87,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed1.csv,25,3888.099913597107,25,1.0,0,0,0,0,3,0,0,0,0,0,0.0009208103130755065,0.9051565377532228,0.0,0.45935559693885886,0.0016902015549140228,0.6535512560411639,0.0074514034063831195,0.00944254464648902
88,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,9737.993361592293,55,1.0,0,1,0,0,5,1,1,0,0,0,0.0,0.9176776429809359,0.0,0.4531232746442159,0.0015016306993675243,0.6902080648144087,0.006620053119427212,0.008494162290444364
89,25_10_5_10_5_2,25_10_5_10_5_2_StartGoalLocations_Seed2.csv,55,6085.0620284080505,50,0.9090909090909091,4,2,4,4,16,2,2,2,1,2,0.06698973774230331,0.7360319270239453,4.159298706054687,0.46718288717361595,0.002575483553156725,0.6122841344620937,0.005671219726266358,0.008906741305140596
90,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed5.csv,55,8706.34648668766,53,0.9636363636363636,1,0,1,1,11,0,0,2,1,1,0.16532258064516128,0.892921146953405,10.281390190124512,0.4866124569223477,0.002482127575354426,0.5906395095663193,0.0053455073941471015,0.012851527720639029
91,50_20_5_10_5_2,50_20_5_10_5_2_StartGoalLocations_Seed8.csv,25,4986.099974274635,25,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0.9758454106280193,0.0,0.4984012974874817,0.0023199701780184274,0.5741604858071264,0.004875262911531847,0.013418497132344756
